num_nonlagged_parents,num_lagged_parents,num_nonlagged_ancestors,num_lagged_ancestors,num_nonlagged_connected,num_lagged_connected,avg_nonlagged_parents,avg_lagged_parents,avg_nonlagged_ancestors,avg_lagged_ancestors,avg_nonlagged_connected,avg_lagged_connected,target,filename,dataset_name
1,2,0,8,5,43,1.6,3.2,1.2,11.6,5.0,43.0,0,TestCLIM_N-5_T-250_0098.txt,TestCLIM_N-5_T-250/returns
1,2,1,8,5,43,1.6,3.2,1.2,11.6,5.0,43.0,1,TestCLIM_N-5_T-250_0098.txt,TestCLIM_N-5_T-250/returns
3,6,3,18,5,43,1.6,3.2,1.2,11.6,5.0,43.0,2,TestCLIM_N-5_T-250_0098.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.6,3.2,1.2,11.6,5.0,43.0,3,TestCLIM_N-5_T-250_0098.txt,TestCLIM_N-5_T-250/returns
2,4,2,16,5,43,1.6,3.2,1.2,11.6,5.0,43.0,4,TestCLIM_N-5_T-250_0098.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.8,3.6,1.2,14.4,5.0,43.0,0,TestCLIM_N-5_T-250_0047.txt,TestCLIM_N-5_T-250/returns
1,2,0,8,5,43,1.8,3.6,1.2,14.4,5.0,43.0,1,TestCLIM_N-5_T-250_0047.txt,TestCLIM_N-5_T-250/returns
2,4,1,16,5,43,1.8,3.6,1.2,14.4,5.0,43.0,2,TestCLIM_N-5_T-250_0047.txt,TestCLIM_N-5_T-250/returns
3,6,3,24,5,43,1.8,3.6,1.2,14.4,5.0,43.0,3,TestCLIM_N-5_T-250_0047.txt,TestCLIM_N-5_T-250/returns
2,4,2,16,5,43,1.8,3.6,1.2,14.4,5.0,43.0,4,TestCLIM_N-5_T-250_0047.txt,TestCLIM_N-5_T-250/returns
